Question 2:
Question 4:
T = 1/12, q = 0.04, S* = 110.60000000000001
7.2720579250538321e-64,0
1.402137139137515e-63,0
4.1334843860286244e-63,0
7.0943642566798462e-63,0
2.2927295215913956e-62,0
3.8760647348126776e-62,0
1.2397688064381119e-61,0
2.1432357795775354e-61,0
6.5263391311697319e-61,0
1.1602048935860079e-60,0
3.3378310447096328e-60,0
6.1458131077684649e-60,0
1.6536721390430871e-59,0
3.1836115100578969e-59,0
7.9015114303707428e-59,0
1.611269884613336e-58,0
3.6160764289149033e-58,0
7.9577439500229485e-58,0
1.566646318976712e-57,0
3.8286408962438732e-57,0
6.2875581560621012e-57,0
1.7901372495211069e-56,0
2.9515335836631269e-56,0
8.105787103277046e-56,0
1.3982986261035034e-55,0
3.5356745578691003e-55,0
6.4674770429725927e-55,0
1.4731207825496518e-54,0
2.9150047109531201e-54,0
5.7770546450072678e-54,0
1.2769261106292253e-53,0
2.0717216766855909e-53,0
5.4155419094912152e-53,0
8.7594093642774058e-53,0
2.2106379674535218e-52,0
3.7877881578964256e-52,0
8.603111597599262e-52,0
1.5940710786159627e-51,0
3.1384571515344483e-51,0
6.5062200786679561e-51,0
1.0369466944511287e-50,0
2.5620043444362637e-50,0
4.087082995609444e-50,0
9.6528230355710046e-50,0
1.646741438912405e-49,0
3.4303222324911988e-49,0
6.4353412681335289e-49,0
1.1181978473999389e-48,0
2.4260506934790433e-48,0
3.7339433668916298e-48,0
8.7469497967452149e-48,0
1.4365498279385245e-47,0
2.9711555267034835e-47,0
5.3539221371724971e-47,0
9.2315157437802303e-47,0
1.9208078425906783e-46,0
2.91849858855775e-46,0
6.5657103278316256e-46,0
1.0690181311563305e-45,0
2.0990024307414974e-45,0
3.7827571793237946e-45,0
6.0376902164012821e-45,0
1.2825970753793994e-44,0
1.9614380258114381e-44,0
4.1093249148306554e-44,0
6.8123706393318217e-44,0
1.2110000514623597e-43,0
2.2741501175720223e-43,0
3.3374154844364579e-43,0
7.211375745523519e-43,0
1.1342137494814762e-42,0
2.1252517458289986e-42,0
3.7108286832890877e-42,0
5.5487466632078657e-42,0
1.1562037854650582e-41,0
1.7575424090804901e-41,0
3.3640505815387452e-41,0
5.6174712364929861e-41,0
8.7675352347887012e-41,0
1.7112182080859185e-40,0
2.5457012436092901e-40,0
4.874312952903603e-40,0
7.9281883677933428e-40,0
1.2472130414624304e-39,0
2.3517989856266175e-39,0
3.4564136051058798e-39,0
6.5145239734669585e-39,0
1.0463593387763386e-38,0
1.6155778993388561e-38,0
3.0111802401153135e-38,0
4.4068195152020058e-38,0
8.0595558651691478e-38,0
1.2935311036374952e-37,0
1.9126056818916012e-37,0
3.5966695503366598e-37,0
5.2807723152425193e-37,0
9.2345363485782384e-37,0
1.4985643722642103e-36,0
2.0746957372607188e-36,0
4.0061473538842204e-36,0
5.9481544099052568e-36,0
9.7740162732612128e-36,0
1.6258460064841146e-35,0
2.2743473121730797e-35,0
4.1514003238272815e-35,0
6.2926472122867839e-35,0
9.491445756304039e-35,0
1.6484155029443961e-34,0
2.3477110968622464e-34,0
3.9816917453457138e-34,0
6.2403540133324966e-34,0
8.5002930086467794e-34,0
1.5552989777063818e-33,0
2.2769173303382143e-33,0
3.4997854200545838e-33,0
5.7802851025414574e-33,0
8.060898784227121e-33,0
1.3551879564571607e-32,0
2.0681474496352682e-32,0
2.7821644423734168e-32,0
4.9696017849547024e-32,0
7.1747137180829653e-32,0
1.0750833907973377e-31,0
1.74983018045079e-31,0
2.4246109849562442e-31,0
3.9213930277245862e-31,0
5.964270072377259e-31,0
8.0076261875697359e-31,0
1.3661958275115142e-30,0
1.9781960142708008e-30,0
2.7788341895928055e-30,0
4.5930175249409462e-30,0
6.4072648209346077e-30,0
9.6728946163478178e-30,0
1.4994882848343581e-29,0
2.0317246981840236e-29,0
3.2287873000298732e-29,0
4.7738561570752956e-29,0
6.3193486701599653e-29,0
1.0424977851624874e-28,0
1.4864390777656147e-28,0
2.0113193645090466e-28,0
3.273776890225655e-28,0
4.5362703413730341e-28,0
6.4826443383275653e-28,0
1.0036211811395285e-27,0
1.3589987288683371e-27,0
2.0213297797733008e-27,0
3.0114404227186703e-27,0
4.0016410167900828e-27,0
6.130420684471709e-27,0
8.8612598028350379e-27,0
1.1592624477430607e-26,0
1.8150888553104678e-26,0
2.5607176854295655e-26,0
3.3068806111246945e-26,0
5.2599192388961506e-26,0
7.27542709248577e-26,0
9.553215841573758e-26,0
1.4946915176415758e-25,0
2.0340800455803059e-25,0
2.7417524176864874e-25,0
4.170897996065852e-25,0
5.6001055681727427e-25,0
7.6921352607750871e-25,0
1.1441537458415162e-24,0
1.5191173465948674e-24,0
2.1140355666671766e-24,0
3.0880449676231195e-24,0
4.0621319626016205e-24,0
5.7002030257384151e-24,0
8.2057306266731951e-24,0
1.0711496010896125e-23,0
1.5096601512721291e-23,0
2.1479081057546403e-23,0
2.786224208653552e-23,0
3.930568264654097e-23,0
5.5406678472272803e-23,0
7.1509526319583445e-23,0
1.0067079678572377e-22,0
1.4089680482032901e-22,0
1.8112769924875176e-22,0
2.5376781256268455e-22,0
3.5330152009302933e-22,0
4.5284761912674542e-22,0
6.2980876852254387e-22,0
8.7373600641472928e-22,0
1.1176937587925675e-21,0
1.5393036655796545e-21,0
2.1314033390644486e-21,0
2.7235762091847218e-21,0
3.7054660741489505e-21,0
5.1290794185856815e-21,0
6.552855499822306e-21,0
8.7858035509587032e-21,0
1.2176339337917556e-20,0
1.5567213490208081e-20,0
2.0517059389420978e-20,0
2.8516146278832059e-20,0
3.6515873095070755e-20,0
4.7181731425340477e-20,0
6.5876705585124153e-20,0
8.4572981987913894e-20,0
1.0681643350167842e-19,0
1.501014714727488e-19,0
1.9338915368524188e-19,0
2.3797402683294734e-19,0
3.3726166757937237e-19,0
4.3655431140151188e-19,0
5.3591091644281552e-19,0
7.4707137565618645e-19,0
9.7271834841348845e-19,0
1.198441735191586e-18,0
1.6308539011033676e-18,0
2.1389192050067633e-18,0
2.6470864705160448e-18,0
3.5068892155727208e-18,0
4.6403354029434517e-18,0
5.7739585188513972e-18,0
7.4236545225162564e-18,0
9.9291394084405268e-18,0
1.2434870914890047e-17,0
1.5458080115973489e-17,0
2.0945949301102859e-17,0
2.6434229120372597e-17,0
3.1929867457083355e-17,0
4.3539742661172749e-17,0
5.5451403290175598e-17,0
6.7367735688789178e-17,0
8.9120438499439942e-17,0
1.1473949987992862e-16,0
1.4036394091431852e-16,0
1.794732316738238e-16,0
2.3407697375285119e-16,0
2.8868755791565338e-16,0
3.5519315536391848e-16,0
4.70528437897824e-16,0
5.8587356428685972e-16,0
7.0132617847962325e-16,0
9.3123415127876718e-16,0
1.172677945033679e-15,0
1.4141956574544496e-15,0
1.8127899169613047e-15,0
2.3136838005503779e-15,0
2.8146706126307059e-15,0
3.4664929275978561e-15,0
4.4964089098064919e-15,0
5.5264338608146214e-15,0
6.5579818740450505e-15,0
8.5992446243682696e-15,0
1.0698259690182983e-14,0
1.2797964362736661e-14,0
1.6164676632112263e-14,0
2.0404429902754605e-14,0
2.4644957624812834e-14,0
2.9819398365324471e-14,0
3.8307915078750002e-14,0
4.6797290707535703e-14,0
5.5293127345717013e-14,0
7.0712833486583048e-14,0
8.7559617911736462e-14,0
1.0441114850856477e-13,0
1.2814161985145195e-13,0
1.6128208214987583e-13,0
1.9442735932954861e-13,0
2.2770475420684864e-13,0
2.9211812815036941e-13,0
3.5674766580062789e-13,0
4.2140095050496958e-13,0
5.1946172752256844e-13,0
6.4439270530254094e-13,0
7.693461438599255e-13,0
9.0505316057156711e-13,0
1.1444608576508318e-12,0
1.3838895426041141e-12,0
1.6234319687315066e-12,0
1.9953491420008136e-12,0
2.4501940893271245e-12,0
2.9051307165324802e-12,0
3.4077908020837326e-12,0
4.2644467458806379e-12,0
5.1211841707325657e-12,0
5.9783438045116171e-12,0
7.2836479546405046e-12,0
8.8833263886185588e-12,0
1.0483338207255825e-11,0
1.2180384439966592e-11,0
1.5141785491969135e-11,0
1.8103469940781326e-11,0
2.1066428511980132e-11,0
2.5314399342372861e-11,0
3.0750287414066027e-11,0
3.6187244726727313e-11,0
4.1634817243449689e-11,0
5.1296757443094406e-11,0
6.1190030326680755e-11,0
7.1087044154957279e-11,0
8.386520449017821e-11,0
1.0171643389752661e-10,0
1.1957054362313487e-10,0
1.3743936438866034e-10,0
1.6592921421791501e-10,0
1.9787001367852024e-10,0
2.2982006328649347e-10,0
2.6499874773594435e-10,0
3.2166346866133784e-10,0
3.7833480070754931e-10,0
4.3503363663246033e-10,0
5.1263070759522215e-10,0
6.1232031146670336e-10,0
7.1203044087897997e-10,0
8.1185208250190703e-10,0
9.7258070350846939e-10,0
1.146493173656959e-09,0
1.3204650418422304e-09,0
1.5124295505516062e-09,0
1.8132656766569339e-09,0
2.1141402784940146e-09,0
2.4151654845751018e-09,0
2.8109227115563121e-09,0
3.3270247469698685e-09,0
3.8432312166395066e-09,0
4.3599039972894125e-09,0
5.1365794127651396e-09,0
6.0146281670105129e-09,0
6.8929393134486446e-09,0
7.7740559855865601e-09,0
9.24152545757278e-09,0
1.0722992156529666e-08,0
1.2205111771477281e-08,0
1.3909113776534481e-08,0
1.638773119828152e-08,0
1.88667280415221e-08,0
2.1347147763221267e-08,0
2.4552739847545436e-08,0
2.8666001135079921e-08,0
3.2780154456195305e-08,0
3.6897874125155606e-08,0
4.2727973797011991e-08,0
4.9497870376409844e-08,0
5.6269759247825118e-08,0
6.3050969213367302e-08,0
7.3364490003015939e-08,0
8.4415588132653771e-08,0
9.5470823722141369e-08,0
1.0656998557411065e-07,0
1.2436672649312829e-07,0
1.422592586305325e-07,0
1.6016024383429236e-07,0
1.7952864064286427e-07,0
2.0825788140080183e-07,0
2.369917434264542e-07,0
2.6574166703704457e-07,0
2.9888525070430506e-07,0
3.4464641480400777e-07,0
3.904160141668635e-07,0
4.3621437910620879e-07,0
4.9158074180566375e-07,0
5.6388087210782304e-07,0
6.361959799323917e-07,0
7.0856268972880742e-07,0
7.9909064966288752e-07,0
9.1239870953014619e-07,0
1.0257339223869484e-06,0
1.139157659151134e-06,0
1.2843117199514706e-06,0
